"","species","tax_level","growth_form","height","seed_mass","leaf_area","leaf_area_per_mass"
"1774","Solanum tuberosum 1","species","herb","0.6","0.7","13128","23.9657142857143"
"1775","Dactylis glomerata 1","species","grass","0.27101383","0.846644654545455","404.410838336449","25.6180945078378"
"1776","Sambucus nigra 2","species","shrub","5.44555555555556","12.94845575","990.2","19.1704586389512"
"1777","Tilia platyphyllos 1","species","tree","30","81.9","6034.25","31.6294444444444"
"1778","Vitis vinifera","species","dependant","10","24.964172","12392.225","27.866608125"
"1779","Calluna vulgaris 2","species","shrub","0.779285714285714","0.0356363636363636","0.98","11.2354173508484"
"1780","Pyrus communis 3","species","tree","6.67870909090909","32.1818618181818",NA,"7.007047938"
"1781","Tilia cordata 1","species","tree","16.6583333333333","36.1811462857143","1315","21.434453146932"
"1782","Alopecurus pratensis 2","species","grass","0.349456392857143","0.773486486486486","919.011470588235","38.3285878613953"
"1783","Pieris rapae","genus","tree",NA,"0.03",NA,NA
"1784","Hirundo rustica","not found","not found","not found","not found","not found","not found"
"1785","Oncotympana fuscata","not found","not found","not found","not found","not found","not found"
"1786","Cuculus canorus","not found","not found","not found","not found","not found","not found"
"1787","Pelophylax nigromaculatus","not found","not found","not found","not found","not found","not found"
"1788","Alauda arvensis","not found","not found","not found","not found","not found","not found"
"1789","Orthetrum albistylum","not found","not found","not found","not found","not found","not found"
"1790","Oocatochus rufodorsatus","not found","not found","not found","not found","not found","not found"
"1791","beach sp.","not found","not found","not found","not found","not found","not found"
"1792","Taraxacum sp.","genus","herb","0.141810344827586","0.5945226875","2336.43390466","40.5570518749744"
"1793","Alauda arvensis","not found","not found","not found","not found","not found","not found"
"1794","Cettia diphone","not found","not found","not found","not found","not found","not found"
"1795","Hirundo rustica","not found","not found","not found","not found","not found","not found"
"1796","Pieris rapae crucivora","genus","tree",NA,"0.03",NA,NA
"1797","Papilio machaon hippocrates","not found","not found","not found","not found","not found","not found"
"1798","Rana nigromaculata","not found","not found","not found","not found","not found","not found"
"1799","Orthetrum albistylum speciosum","not found","not found","not found","not found","not found","not found"
"1800","Luciola sp.","not found","not found","not found","not found","not found","not found"
"1801","Graptopsaltria nigrofuscata","not found","not found","not found","not found","not found","not found"
"1802","Tanna japonensis","not found","not found","not found","not found","not found","not found"
"1803","Lanius bucephalus","not found","not found","not found","not found","not found","not found"
"1804","Hippeastrum hybridum","genus","herb",NA,NA,NA,NA
"1805","Gladiolus sp.","genus","herb","0.416666666666667","2.63",NA,"11.4671713"
"1806","Upupa epops","not found","not found","not found","not found","not found","not found"
"1807","Hirundo rustica","not found","not found","not found","not found","not found","not found"
"1808","Nucifraga caryocatactes","not found","not found","not found","not found","not found","not found"
"1809","Sturnus vulgaris","not found","not found","not found","not found","not found","not found"
"1810","Saxicola maurus","not found","not found","not found","not found","not found","not found"
"1811","Oenanthe oenanthe","genus","herb","0.646969696969697","4.7165175","4042.80714285714","27.9852681866667"
"1812","Anas platyrhynchos","not found","not found","not found","not found","not found","not found"
"1813","Vanellus vanellus","not found","not found","not found","not found","not found","not found"
"1814","Phoenicurus phoenicurus","not found","not found","not found","not found","not found","not found"
"1815","Carpodacus erythrinus","not found","not found","not found","not found","not found","not found"
"1816","Anthus trivialis","not found","not found","not found","not found","not found","not found"
"1817","Anthus spinoletta","not found","not found","not found","not found","not found","not found"
"1818","Falco tinnunculus","not found","not found","not found","not found","not found","not found"
"1819","Phoenicurus erythronotus","not found","not found","not found","not found","not found","not found"
"1820","Fringilla coelebs","not found","not found","not found","not found","not found","not found"
"1821","Motacilla cinerea","not found","not found","not found","not found","not found","not found"
"1822","Milvus migrans","not found","not found","not found","not found","not found","not found"
"1823","Buteo buteo","not found","not found","not found","not found","not found","not found"
"1824","Actitis hypoleucos","not found","not found","not found","not found","not found","not found"
"1825","Aglais urticae","not found","not found","not found","not found","not found","not found"
"1826","Acanthosoma spinicolle","not found","not found","not found","not found","not found","not found"
"1827","Tettigonia cantans","not found","not found","not found","not found","not found","not found"
"1828","Phylloscopus trochiloides","not found","not found","not found","not found","not found","not found"
"1829","Alauda arvensis","not found","not found","not found","not found","not found","not found"
"1830","Phylloscopus collybita","not found","not found","not found","not found","not found","not found"
"1831","Emberiza leucocephalos","not found","not found","not found","not found","not found","not found"
"1832","Jynx torquilla","not found","not found","not found","not found","not found","not found"
"1833","Delichon urbicum","not found","not found","not found","not found","not found","not found"
"1834","Larus minutus","not found","not found","not found","not found","not found","not found"
"1835","Cygnus cygnus","not found","not found","not found","not found","not found","not found"
"1836","Mergus merganser","not found","not found","not found","not found","not found","not found"
"1837","Bucephala clangula","not found","not found","not found","not found","not found","not found"
"1838","Motacilla alba","not found","not found","not found","not found","not found","not found"
"1839","Anas crecca","not found","not found","not found","not found","not found","not found"
"1840","Fringilla montifringilla","not found","not found","not found","not found","not found","not found"
"1841","Anser albifrons","not found","not found","not found","not found","not found","not found"
"1842","Cuculus canorus","not found","not found","not found","not found","not found","not found"
"1843","Corvus corone","not found","not found","not found","not found","not found","not found"
"1844","Musca domestica","not found","not found","not found","not found","not found","not found"
"1845","Hybomitra lundbecki","not found","not found","not found","not found","not found","not found"
"1846","Bombus sylvarum","not found","not found","not found","not found","not found","not found"
"1847","Culex pipiens","not found","not found","not found","not found","not found","not found"
"1848","Ribes acidum","genus","shrub","1.41896090140845","2.46297481967213","2142.97799671905","21.4486059353506"
"1849","Vaccinium vitis-idaea","species","shrub","0.143913043478261","0.292","59.8467647058824","7.74463585586401"
"1850","Rhododendron dahuricum","species","shrub",NA,NA,NA,NA
"1851","Lymantria dispar","not found","not found","not found","not found","not found","not found"
"1852","Papilio machaon","not found","not found","not found","not found","not found","not found"
"1853","Pyrrhula pyrrhula","not found","not found","not found","not found","not found","not found"
"1854","Anser anser","not found","not found","not found","not found","not found","not found"
"1855","Scolopax rusticola","not found","not found","not found","not found","not found","not found"
"1856","Corvus frugilegus","not found","not found","not found","not found","not found","not found"
"1857","Ardea cinerea","not found","not found","not found","not found","not found","not found"
"1858","Columba palumbus","not found","not found","not found","not found","not found","not found"
"1859","Emberiza citrinella","not found","not found","not found","not found","not found","not found"
"1860","Gonepteryx rhamni","not found","not found","not found","not found","not found","not found"
"1861","Arctostaphylos uva-ursi","species","shrub","0.179","14.6984111428571","161.666666666667","5.66382399041121"
"1862","Cytisus ruthenicus","species",NA,NA,"5.6",NA,NA
"1863","Emberiza schoeniclus","not found","not found","not found","not found","not found","not found"
"1864","Sylvia atricapilla","not found","not found","not found","not found","not found","not found"
"1865","Ciconia nigra","not found","not found","not found","not found","not found","not found"
"1866","Phoenicurus ochruros","not found","not found","not found","not found","not found","not found"
"1867","Turdus merula","not found","not found","not found","not found","not found","not found"
"1868","Setophaga striata","not found","not found","not found","not found","not found","not found"
"1869","Lullula arborea","not found","not found","not found","not found","not found","not found"
"1870","Phylloscopus sibilatrix","not found","not found","not found","not found","not found","not found"
"1871","Erithacus rubecula","not found","not found","not found","not found","not found","not found"
"1872","Gallinago gallinago","not found","not found","not found","not found","not found","not found"
"1873","Alcedo atthis","not found","not found","not found","not found","not found","not found"
"1874","Lanius collurio","not found","not found","not found","not found","not found","not found"
"1875","Ficedula hypoleuca","not found","not found","not found","not found","not found","not found"
"1876","Apus apus","not found","not found","not found","not found","not found","not found"
"1877","Ciconia ciconia","not found","not found","not found","not found","not found","not found"
"1878","Saxicola rubetra","not found","not found","not found","not found","not found","not found"
"1879","Turdus pilaris","not found","not found","not found","not found","not found","not found"
"1880","Turdus iliacus","not found","not found","not found","not found","not found","not found"
"1881","Grus grus","not found","not found","not found","not found","not found","not found"
"1882","Tringa ochropus","not found","not found","not found","not found","not found","not found"
"1883","Turdus philomelos","not found","not found","not found","not found","not found","not found"
"1884","Ficedula albicollis","not found","not found","not found","not found","not found","not found"
"1885","Turdus viscivorus","not found","not found","not found","not found","not found","not found"
"1886","Chloris chloris","genus","herb","0.67","0.256026315789474","3361.519","1.7872"
"1887","Erythronium dens-canis","species",NA,NA,"3.77",NA,NA
"1888","Malus sylvestris s.l.","genus","tree","7.46500186219739","31.35698064","2187.4875","16.3444386321"
"1889","Pyrethrum corumbosum","genus","herb",NA,"0.02",NA,NA
"1890","Myosotis popovii","genus","herb","0.204957386363636","0.417069947368421","439.005143478261","35.2009563545714"
"1891","Ranunculus polyanthemos s.l.","genus","herb","0.275885026737968","1.68167727131783","1991.49837309775","34.4412947979764"
"1892","Delphinium cuneatum s.l.","genus","herb","0.905","0.878659144927536","624.917567633333","12.2808173225625"
"1893","Plantago lanceolata s.l.","genus","herb","0.354121526331129","0.920596019230769","516.779269718617","22.5306157886721"
"1894","Valeriana rossica","genus","herb","0.489023255813954","1.13505882352941","4003.07","26.7996911631579"
"1895","Galium verum s.l.","genus","herb","0.394771233676976","1.83651189814815","539.646835175587","34.6732187200998"
"1896","Vincetoxicum hirundinaria s.l.","genus","vine","0.75","6.75","1513.5","51.8195454545455"
"1897","Festuca valesiaca s.l.","genus","herb","0.277351265822785","1.26790654887218","629.001273056035","20.4989165161391"
"1898","Plantago media s.l.","genus","herb","0.354121526331129","0.920596019230769","516.779269718617","22.5306157886721"
"1899","Trinia multicaulis","genus","grass","0.135","1.65283333333333","564.955","13.559"
"1900","Pedicularis kaufmannii","genus","herb","0.204245283018868","0.894434782608696","254.86911752619","39.4799805789718"
"1901","Eremogone micradenia","genus","herb",NA,NA,NA,NA
"1902","Sorbus turkestanica","genus","tree","9.47721109090909","32.745738","2185.89016097561","15.9035534325183"
"1903","Larus canus","not found","not found","not found","not found","not found","not found"
"1904","Nymphalis antiopa","not found","not found","not found","not found","not found","not found"
"1905","Aporia crataegi","not found","not found","not found","not found","not found","not found"
"1906","Lipoptena cervi","not found","not found","not found","not found","not found","not found"
"1907","Cygnus olor","not found","not found","not found","not found","not found","not found"
"1908","Sterna hirundo","not found","not found","not found","not found","not found","not found"
"1909","Streptopelia decaocto","not found","not found","not found","not found","not found","not found"
"1910","Trypocopris vernalis","not found","not found","not found","not found","not found","not found"
"1911","Pieris brassicae","genus","tree",NA,"0.03",NA,NA
"1912","Melolontha melolontha","not found","not found","not found","not found","not found","not found"
"1913","Pyrrhocoris apterus","not found","not found","not found","not found","not found","not found"
"1914","Cetonia aurata","not found","not found","not found","not found","not found","not found"
"1915","Impatiens noli-tangere","species","herb","0.44375",NA,"1649","45.38148148"
"1916","Capsella bursa-pastoris","species","herb","0.167777777777778","0.1164122","1642.17175","29.5958283209091"
"1917","Plantae; majority of trees and shrubs","not found","not found","not found","not found","not found","not found"
"1918","Plantae; 1st trees and shrubs","not found","not found","not found","not found","not found","not found"
"1919","Ribes uva-crispa","species","shrub","0.69",NA,"902.34","23.2087899544025"
"1920","Oriolus oriolus","not found","not found","not found","not found","not found","not found"
"1921","Larus argentatus","not found","not found","not found","not found","not found","not found"
"1922","Gavia arctica","not found","not found","not found","not found","not found","not found"
"1923","Streptopelia turtur","not found","not found","not found","not found","not found","not found"
"1924","Linaria cannabina","genus","herb","0.3577","0.103185714285714","116.513","19.5699557572727"
"1925","Haematopus ostralegus","not found","not found","not found","not found","not found","not found"
"1926","Aythya ferina","not found","not found","not found","not found","not found","not found"
"1927","Podiceps cristatus","not found","not found","not found","not found","not found","not found"
"1928","Ardea alba","not found","not found","not found","not found","not found","not found"
"1929","Coccothraustes coccothraustes","not found","not found","not found","not found","not found","not found"
"1930","Anas penelope","not found","not found","not found","not found","not found","not found"
"1931","Regulus regulus","not found","not found","not found","not found","not found","not found"
"1932","Larus ridibundus","not found","not found","not found","not found","not found","not found"
"1933","Merops apiaster","not found","not found","not found","not found","not found","not found"
"1934","Luscinia luscinia","not found","not found","not found","not found","not found","not found"
"1935","Anas querquedula","not found","not found","not found","not found","not found","not found"
"1936","Phylloscopus trochilus","not found","not found","not found","not found","not found","not found"
"1937","Acer campreste","genus","tree","15.5841421012419","67.7847089804878","6915.61087029289","19.2851565027035"
"1938","Rhododendron pontica","genus","shrub","3.29539130434783","0.160716965517241","2337.94285714286","7.12518730865375"
"1939","Ranunculus franchetii","genus","herb","0.275885026737968","1.68167727131783","1991.49837309775","34.4412947979764"
"1940","Anser fabalis","not found","not found","not found","not found","not found","not found"
"1941","Riparia riparia","not found","not found","not found","not found","not found","not found"
"1942","Calliphora uralensis","not found","not found","not found","not found","not found","not found"
"1943","Formica rufa","not found","not found","not found","not found","not found","not found"
"1944","Acrocephalus dumetorum","genus","herb",NA,NA,NA,NA
"1945","Sylvia borin","not found","not found","not found","not found","not found","not found"
"1946","Cinclus cinclus","not found","not found","not found","not found","not found","not found"
"1947","Ficedula parva","not found","not found","not found","not found","not found","not found"
"1948","Prunella modularis","genus","herb","0.140157133333333","0.967725972972973","673.2065","28.60351109"
"1949","Hippolais icterina","not found","not found","not found","not found","not found","not found"
"1950","Emberiza rustica","not found","not found","not found","not found","not found","not found"
"1951","Troglodytes troglodytes","not found","not found","not found","not found","not found","not found"
"1952","Protophormia tarrae-novae","not found","not found","not found","not found","not found","not found"
"1953","Anthocharis cardamines","not found","not found","not found","not found","not found","not found"
"1954","Nyphar lutea","family","herb","0.03","4.02220666666667","30610.1666666667","14.9088888888889"
"1955","Silene flos-cuculi","species","herb",NA,NA,NA,NA
"1956","Corylus sieboldiana var. mandshurica","genus","tree","4.87028051948052","913.156518111111","3278.275","19.1652091802876"
"1957","Numenius arquata","not found","not found","not found","not found","not found","not found"
"1958","Haliaeetus albicilla","not found","not found","not found","not found","not found","not found"
"1959","Aythya fuligula","not found","not found","not found","not found","not found","not found"
"1960","Corvus cornix","not found","not found","not found","not found","not found","not found"
"1961","Viola saxatilis","genus","herb","0.176635658914729","1.47513279824561","1185.88910714286","29.6743579173125"
"1962","Tabanus bovinus","not found","not found","not found","not found","not found","not found"
"1963","Pandion haliaetus","not found","not found","not found","not found","not found","not found"
"1964","Tringa glareola","not found","not found","not found","not found","not found","not found"
"1965","Anas acuta","not found","not found","not found","not found","not found","not found"
"1966","Motacilla flava","not found","not found","not found","not found","not found","not found"
"1967","Luscinia svecica","not found","not found","not found","not found","not found","not found"
"1968","Rhodococcum minor","not found","not found","not found","not found","not found","not found"
"1969","Comarostaphylis polifolia","species","shrub",NA,NA,NA,"3.006135"
"1970","Lonicera kamtschatica","genus","shrub","2.41713725490196","12.3387253333333","2222.28170930233","23.8144108783178"
"1971","Salix parallelinervis","genus","shrub","13.4436201567598","0.621549252427185","495.111270219879","12.3742680787951"
"1972","Plectrophenax nivalis","not found","not found","not found","not found","not found","not found"
"1973","Pinicola enucleator","not found","not found","not found","not found","not found","not found"
"1974","Archiearis parthenias","not found","not found","not found","not found","not found","not found"
"1975","Chloris sinica","genus","herb","0.67","0.256026315789474","3361.519","1.7872"
"1976","Cuculus saturatus","not found","not found","not found","not found","not found","not found"
"1977","Aix galericulata","not found","not found","not found","not found","not found","not found"
"1978","Emberiza elegans","not found","not found","not found","not found","not found","not found"
"1979","Oriolus chinensis","not found","not found","not found","not found","not found","not found"
"1980","Otus sunia","not found","not found","not found","not found","not found","not found"
"1981","Mergus squamatus","not found","not found","not found","not found","not found","not found"
"1982","Pericrocotus divaricatus","not found","not found","not found","not found","not found","not found"
"1983","Eurystomus orientalis","not found","not found","not found","not found","not found","not found"
"1984","Bombycilla japonica","not found","not found","not found","not found","not found","not found"
"1985","Streptopelia orientalis","not found","not found","not found","not found","not found","not found"
"1986","Turdus hortulorum","not found","not found","not found","not found","not found","not found"
"1987","Cyanoptila cyanomelana","not found","not found","not found","not found","not found","not found"
"1988","Phoenicurus auroreus","not found","not found","not found","not found","not found","not found"
"1989","Emberiza cioides","not found","not found","not found","not found","not found","not found"
"1990","Ficedula zanthopygia","not found","not found","not found","not found","not found","not found"
"1991","Spodiopsar cineraceus","not found","not found","not found","not found","not found","not found"
"1992","Nymphalis io","not found","not found","not found","not found","not found","not found"
"1993","Papilio maackii","not found","not found","not found","not found","not found","not found"
"1994","Mimathyma schrenckii","not found","not found","not found","not found","not found","not found"
"1995","Lychnis Lychnis fulgens","genus","herb","0.147244444444444","0.671818181818182","27173.5775079333","23.5219297485714"
"1996","Clematis Clematis mandschurica","genus","liana","7.57884615384615","5.54900667567568","2642.03550492","17.9218030014783"
"1997","Aconitum paniculigerum","species","herb",NA,NA,NA,NA
"1998","Hylomecon japonicum","family","herb","0.487040476190476","1.842599065","4357.81997232222","38.404175876391"
"1999","Ribes pallidiflorum","genus","shrub","1.41896090140845","2.46297481967213","2142.97799671905","21.4486059353506"
"2000","Melampyrum Melampyrum setaceum","genus","herb","0.296","6.7446","426.096666666667","34.7958135722581"
"2001","Calystegia inflata","genus","herb","1.10454545454545","24.0475263157895","4181.9","27.14253662552"
"2002","Gagea Gagea hiensis","genus","herb","0.143863636363636",NA,"331","23.2425"
"2003","Anemone udensis","genus","herb","0.186612903225806","2.42363891304348","2259.00166666667","72.4898374733333"
"2004","Phylloscopus borealis","not found","not found","not found","not found","not found","not found"
"2005","Anthus pratensis","not found","not found","not found","not found","not found","not found"
"2006","Cacalia hastate","genus","herb",NA,NA,NA,NA
"2007","Ribes hispidulum","genus","shrub","1.41896090140845","2.46297481967213","2142.97799671905","21.4486059353506"
"2008","Picea fennica","genus","tree","11.5530649723345","4.49009652205882","29.4233857142857","5.74858231523208"
"2009","Dryopteris filix-mas","species","fern","0.75",NA,"11785.4444444444","24.2"
"2010","Limosa limosa","not found","not found","not found","not found","not found","not found"
"2011","Columba oenas","not found","not found","not found","not found","not found","not found"
"2012","Anas clypeata","not found","not found","not found","not found","not found","not found"
"2013","Acrocephalus schoenobaenus","genus","herb",NA,NA,NA,NA
"2014","Gallinula chloropus","not found","not found","not found","not found","not found","not found"
"2015","Xenus cinereus","not found","not found","not found","not found","not found","not found"
"2016","Falco subbuteo","not found","not found","not found","not found","not found","not found"
"2017","Circus cyaneus","not found","not found","not found","not found","not found","not found"
"2018","Fulica atra","not found","not found","not found","not found","not found","not found"
"2019","Circus aeruginosus","not found","not found","not found","not found","not found","not found"
"2020","Botaurus stellaris","not found","not found","not found","not found","not found","not found"
"2021","Tringa nebularia","not found","not found","not found","not found","not found","not found"
"2022","Chlidonias niger","not found","not found","not found","not found","not found","not found"
"2023","Crex Crex","not found","not found","not found","not found","not found","not found"
"2024","Tringa totanus","not found","not found","not found","not found","not found","not found"
"2025","Chlidonias leucopterus","not found","not found","not found","not found","not found","not found"
"2026","Nymphalis polychloros","not found","not found","not found","not found","not found","not found"
"2027","Sylvia communis","not found","not found","not found","not found","not found","not found"
"2028","Emberiza aureola","not found","not found","not found","not found","not found","not found"
"2029","Mergellus albellus","not found","not found","not found","not found","not found","not found"
"2030","Calidris alpina","not found","not found","not found","not found","not found","not found"
"2031","Charadrius dubius","not found","not found","not found","not found","not found","not found"
"2032","Larus fuscus","not found","not found","not found","not found","not found","not found"
"2033","Acrocephalus palustris","genus","herb",NA,NA,NA,NA
"2034","Sylvia curruca","not found","not found","not found","not found","not found","not found"
"2035","Pernis apivorus","not found","not found","not found","not found","not found","not found"
"2036","Asio flammeus","not found","not found","not found","not found","not found","not found"
"2037","Bombus terrestris","not found","not found","not found","not found","not found","not found"
"2038","Numenius phaeopus","not found","not found","not found","not found","not found","not found"
"2039","Accipiter nisus","not found","not found","not found","not found","not found","not found"
"2040","Caprimulgus europaeus","not found","not found","not found","not found","not found","not found"
"2041","Limenitis populi","not found","not found","not found","not found","not found","not found"
"2042","Alchemilla sibirica","genus","herb","0.202907692307692","0.415035714285714","1292.92315217391","18.8167592592593"
"2043","Exochorda tianshanica","genus","shrub",NA,NA,NA,NA
"2044","Eremurus fuscus","genus","herb",NA,NA,NA,NA
"2045","Ulmus androssowii","genus","tree","13.0744081012515","15.4729190933333","4186.53045687887","22.7419345226537"
"2046","Prunus padus var. pubescens","genus","tree","14.2513023955336","550.676476626667","2612.18926344479","15.0525259293345"
"2047","Fraxinus mandschurica","genus","tree","16.5226439475395","49.2957184368932","4284.37433201581","20.4984713886907"
"2048","Euonymus pauciflora","genus","tree","5.56052195121951","26.7332556811594","1103.625","11.9097622955523"
"2049","Aquila clanga","not found","not found","not found","not found","not found","not found"
"2050","Clangula hyemalis","not found","not found","not found","not found","not found","not found"
"2051","Fragaria Ã ananassa","genus","herb","0.138407407407407","0.382562","1471.102","19.0595166906"
"2052","Lathyrus frolovii","genus","herb","0.623764912280702","52.9801130991736","2246.80632713478","30.5856923740973"
"2053","Stellaria bungeana s. str.","genus","herb","0.268994472972973","0.391341210526316","335.194036167211","38.6997515222826"
"2054","Iris Iris korolkowii","genus","herb","0.40741935483871","28.1780416666667","5671.285961828","19.8311878247377"
"2055","Iris Iris austrotschatkalica","genus","herb","0.40741935483871","28.1780416666667","5671.285961828","19.8311878247377"
"2056","Juno Juno waryleyensis","genus","herb",NA,NA,NA,NA
"2057","Iris alberti","genus","herb","0.40741935483871","28.1780416666667","5671.285961828","19.8311878247377"
"2058","Tussilago officinalis","genus","forb","0.16375","0.346666666666667","48997.5","19.625"
"2059","Valeriana wolgensis","genus","herb","0.489023255813954","1.13505882352941","4003.07","26.7996911631579"
"2060","Salix holosericea","genus","shrub","13.4436201567598","0.621549252427185","495.111270219879","12.3742680787951"
"2061","Ribes scandicum","genus","shrub","1.41896090140845","2.46297481967213","2142.97799671905","21.4486059353506"
"2062","Geranium albiflorum","genus","herb","0.295733145695364","3.40494847560976","2369.81160392679","30.4960466644022"
"2063","Anemonidium narcissiflorum","family","herb","0.530417824074074","5.31035485263158","2312.77869892065","51.0981078844842"
"2064","Astragalus Astragalus testiculatus","genus","herb","0.276076923076923","5.2889537037037","474.3339196944","28.1775260194242"
"2065","Psephellus Psephellus carbonatus","family","herb","0.431684009410609","5.6517617539267","5294.61076271666","21.7654837334319"
"2066","Euphorbia Euphorbia zhiguliensis","genus","herb","0.915645333333333","7.07556647398844","538.563841611765","41.3747877733333"
"2067","Gypsophila Gypsophila zhegulensis","genus","herb","0.4225","2.93448275862069","33644.1288888889","13.878"
"2068","Thymus guberlinensis","genus","shrub","0.165375","1.13560180952381","11.5982876954","16.8692040123636"
"2069","Lomelosia isetensis","genus","herb",NA,"11.6",NA,NA
"2070","Elymus Elymus lolioides","genus","herb","0.815002761904762","4.24327112162162","612.079016642623","49.8440472154047"
"2071","Centaurea Centaurea ruthenica","genus","herb","0.398470878787879","3.45845595854922","3619.58275511561","21.1030430844922"
"2072","Cirsium sp.","genus","herb","0.751348945355738","3.54768194382022","5529.37802954545","17.8174975036327"
"2073","Carex sp.","genus","herb","0.319576172207928","1.40299076485788","1307.71327729413","19.9539276040933"
"2074","Aster novi-belgii","genus","herb","0.648125","0.436681818181818","383.0896708","61.9684172691176"
"2075","Atropa bella-donna","species",NA,NA,NA,"8258.625",NA
"2076","Dryopteris filix-mas","species","fern","0.75",NA,"11785.4444444444","24.2"
"2077","Hyacinthoides sp.","genus","herb","0.2175","5.76375","3881","22.9714285714286"
"2078","Lychnis flos-cuculi","species",NA,"0.118242424242424","0.21","28094.1663875172","24.7872776382979"
"2079","Neottia nidus-avis","species","herb",NA,"0.008",NA,NA
"2080","Ribes uva-crispa","species","shrub","0.69",NA,"902.34","23.2087899544025"
"2081","Rorippa nasturtium-aquaticum","species","herb",NA,"0.1985",NA,NA
"2082","Taraxacum sp.","genus","herb","0.141810344827586","0.5945226875","2336.43390466","40.5570518749744"
"2083","Aronia sp.","genus","shrub","2.13333333333333","2.44141457142857","1302.5","12.3887364665407"
"2084","Crataegus sp.","genus","tree","6.89393505463183","106.933037042553","592.599255555556","12.8023669304411"
"2085","Macfadyena unguis-cati","species","liana",NA,NA,NA,NA
"2086","NA sp.","not found","not found","not found","not found","not found","not found"
"2087","Opuntia santa-rita","genus","tree","2.2336","24.7517025",NA,NA
